Tweet,Target,Stance,Opinion Towards,Sentiment
gutte miss would love hear talk africa represent #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
everywhere look moderate weather seem go extinct #robertredford #un #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
feel bin one upload new mix day see version like better #peace #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
yes silica dust emission little state level effect #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
wonder much level #tolerance #mother #earth #methodology #capitalistic #ideologies #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
project must long last lie groundwork low carbon development economic model #greenclimatefund #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
future green tech deal #engineeringinnovation #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
sick celebrity think well know actor make authority anything else #robertredford #un #semst,Climate Change is a Real Concern,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
man change climate country add new element soil charles darwin #anthropocene #semst,Climate Change is a Real Concern,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
redscarebot simple malarkey gingerdr global warming climate change hoax communist agenda control #sustainabil #semst,Climate Change is a Real Concern,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
artic ice high year month june yet headline #scam #semst,Climate Change is a Real Concern,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
never well time get heck california #vaccines #science #gmo #bees #autism #gmo #sb277 #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
note climatologist marine biologist oceanographer ted danson tell yrs ago ocean would dead yrs #semst,Climate Change is a Real Concern,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
bet species man fart today due soda carbonate beverage fast food record era #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
general rule mandatory thing kind refuse #vaccines #gmo #science #bees #fitness #sb277 #nutrition #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
excellent speech well show video birdie ready part change #rise #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
real question feel safe drive prius harrison #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other
major reason scientist find cure #transpregnancy #transgender #cancer #aids #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
heat kill wanna know poor polar bear go right #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
well dry know value ben franklin #water #actonclimate #epa #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other
live united states right believe global climate change fucking idiot #fact #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
thank support legislation #marclevine #ilike_mike #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
sind rajasthan temperature incresng frozen area rain shower reduce massive climate change #heatstroke #earthquake #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other
unfortunate systematic destruction planet merely see political issue #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
people bar bitch heat drought one utter word cause #fossilfuel #elephantintheroom #denial #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
let guess lie rabid leftist warmist use twisting fact agenda #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
french mean nation build tank rear view mirror six gear reverse #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
dog beat music #panting #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
high emission scenario would disaster marine life well williamson #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
lot thing need first change mindset #watermanagement #semst,Climate Change is a Real Concern,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
hot normal #seattle #hotaf #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
funny sudden refer weatherman weather #climatechange #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
worry sediment core prove shellfish coral recover year #oilandgas #rbe #tvp #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other
never outrageously grateful slight cool breeze drift body future #nakedtimes #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
hey please reject adani carmichael mine abbot point reef climate risk #coal #gbr #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
tornado warning weekend government still choose ignore global warming #ukweather #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
watch guy huge #mainaudeclaration2015 #lindaunobel #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
let push agenga worldwide without fear #mainaudeclaration2015 #climatejustice2015 #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
year later laureate young scientist say time act #mainaudeclaration2015 #lino15 #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other
well design tax policy help fix number environmental issue #itdconf #cop21 #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
read scalia idiotic opinion overturn epa carbon emission limit plan spend day seethe rage #semst,Climate Change is a Real Concern,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
act another planet live #cop21 #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
shame consider hrc email disconcert #gopclowncar #gop #jobs #infrastructure #education #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
poisoning dealt free market economic #biosphere #taxwallstreet #environment #gmo #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
see pick rwy follow andr sign way round #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
everyone busy build bank account one day paper win help massive natural calamity #semst,Climate Change is a Real Concern,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
hold referendum prior paris talk gauge american support deal hopefully lead #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other
audio world look new sheriff town #audio #music #world #entrepreneur #love #life #semst,Climate Change is a Real Concern,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos
second heatwave hit pop everywhere flood record wildfire canada mess time #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
global warm global warm global warming wait summer #semst,Climate Change is a Real Concern,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
glblwarmingnews tooth fairy may cause kid lose tooth #carbontaxscam #chemtrails #semst,Climate Change is a Real Concern,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
tsgtalexander glblwarmingnews tooth fairy may cause kid lose tooth #carbontaxscam #chemtrails #semst,Climate Change is a Real Concern,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
brettgarrot brettgarrot glblwarmingnew tooth fairy may cause kid lose tooth #carbontaxscam #chemtrails #semst,Climate Change is a Real Concern,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
become dangerous pollutant must curtailed exhale #iwantanswers #semst,Climate Change is a Real Concern,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
grow vegetable home tell friend follower climate #mychangeforclimate #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
lead lights water save toilet showerhead appliance etc renovate choose efficient #mychangeforclimate #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
evening thought yet get easy hop hop regard #democratic #bored #politics #peace #gms #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
ther clmate change alarmist come sept year tell hot winter record ill postal #semst,Climate Change is a Real Concern,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
wonderful find twitt meet canadian working #semst,Climate Change is a Real Concern,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",pos
defeat isis first must defeat #semst,Climate Change is a Real Concern,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other
@ home reduce reuse recycle replenish restore #mission #climate #tip #earthrightnow #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
without place feed mate give birth future polar bear #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
continue burn wake call everyone nothing #vancouver #bcwildfires #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
pittsburgh regatta without boat river full debris swift current dangerous #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
decline crop yield develop country rice wheat corn next year especially tropic #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
great meeting today discuss future city expertise share apply #china #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
priority address #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other
one brilliant story create man subjugate #leftistliesisbs #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
need world economic power true climate change fund world need action empty rhetoric #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
cops conferences board room meeting till shall continue innocent life livelihood lose #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
scorch summer end century thank rock win suffer #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
try create world want live #withcompassion #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
sea level rise end century meter drown airport port #withcompassion #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
climate change emergency stop denial start take step #climatehealth #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
rate exceed rate call #utilisation #regeneration #degradation #michachallen #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
climate change solvable problem need start today #hhdl80 #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
suggest school politician educate critical issue #withcompassion #hhdl80 #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
guess lot less humidity back time moses #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
ominous yellow sky make anyone else dread climate future #vancouver #wildfires #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
cause effect dry condition wildfire #preventable #humancaused #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
guy promote like crazy #savingmytomorrow #hbo #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
greenland ice melt faster summer dome high pressure #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other
instal new navigation system #forestfire #nokindermorgan #notarsands #cdnpoli #semst,Climate Change is a Real Concern,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other
crazy oklahoma brace flooding rain cycle year canada burning #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
awkward moment pro coal campaign follower #greenwashing #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
go side really smart well educate folk one guy #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
climate change financing adaptation resilience green economy lot semantic community waitforsolution #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other
usa behind due idiocy #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
tonight academy science talk tech solution climate change prof barry brook #cantorandballtowers #canberra #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other
snow melt #tcot #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other
image like make fearful next epidemic must come soon #overpopulation #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
proud #shoallake #boilwater #fortchip #cancer #vanuatu #balafalls #landscapingissues #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
game go really fast tonight proof #mntwins #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
proof #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other
please let win loyal reader support #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
wish everyone pale season #suntan #babyoil #thebachelorette #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
national announce plan put fire pantry rest house burn baby burn #sameoldshit #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
rent theatre show movie friend family spread message global warming #chasingice #my1500 #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other
easyprintitja firstkingtre freak kingston sudden #rain #jamaica #skuii876 #semst,Climate Change is a Real Concern,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other
stormiest ireland year say something #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other
involved say regard dion #wrong #century #ipccreport #methodology #peace #ideology #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other
represent tectonic cultural shift thank small part twitter facebook imagine #takedowntheflag #lovewins #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
expect new zealand call leader show leadership instead show weak minded ignorance laggardship #semst,Climate Change is a Real Concern,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
reduction joke govt seem concerned flag change #semst,Climate Change is a Real Concern,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg
newyork london frankfurt knee deep sea nothing happen free party #water #cop21 #co95 #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
climate science forum begin today follow progress #cfcc15 #sustainabledevelopment #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
need integrate knowledge understand adapt #science #indigenous #cfcc15 #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
debate go yet time waste #thedrum #semst,Climate Change is a Real Concern,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg
sea level get high flooding lowland could become dire #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
anything sad generation opportunity act #cfcc15 #journey2015 #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
vallaud belkacem generation know would happen nothing say #wakeup #cfcc15 #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
act generation know move #cfcc15 #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
carbon clock ticking #surplusgas #carbon #gas #semst,Climate Change is a Real Concern,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
always delight see chest drum alpha male hiss scuttle backwards wall feminist enter room #manly #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
sometimes overheat want take shirt social expectation people breast #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
feminist spend much time read paper tumblr would real people ignorant sexist bigot #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
stupid feminist civilization take grant build labour blood sweat tear man #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
girl sex drive must slut #feminist #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
sun dress daily life #streetharassment #yesallwomen #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
woman right join twitt rally agree #humanrights #cpdvoices #cpd48 #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
support unequal pricing base gender normally call sexism #equalpayday #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
pic without makeup perpetuate myth woman need makeup consider pretty #pornstars #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
know protect carry gun #yesallwomen #republicanvalues #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
link sauga get stop chince girl take away extra bit #iknowyoudoit #equality #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
support whatever team buck support #truefan #socceroos #bodypositive #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
tired anti womanist respectability politic need safe space woman look like club interview #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
feminist hate man please kill #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
woman make less man job woman average make less man look feminazi #equalpayday #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
need feminism need anything else life survive speak #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
mras try enlighten go well flight hindenburg #semst,Feminist Movement,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
girl woman spend much time pretty attractive complain reduce sex symbol #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
hate break bruh woman get pretty get pretty show woman #feminist #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
job always good candidate regardless gender gender even matter anymore #paulhenry #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
say woman two black eye nothing already tell twice #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
know gender stereotype know develop begin century #gender #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
time gender equality #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
chip kidd announce reader ask hold applause audience hold back #poetry #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
woman get pay far man appear pornography come one talk blatant sexism #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
know patriarchy woman one blame prostitution #whatisjustice #inequality #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
married year old ceo use power influence shag year old intern #askhillary #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
love girl hell way diminish woman soccer #uswnt #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
man right talk voice important goddess deserve silence #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
finally woman run president #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
piss get talk #semst,Feminist Movement,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
insult think make switch like write #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
ever think maybe blue jean hate everyone world make #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
believe every woman right #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
clearly part squad female guy without look hoe #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
upset people narrow minded come feminism stereotype man #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
obsess become woman comfortable skin sandra cisnero #latinx #woc #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
yell boyfriend try let win mortal kombat #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
extinction insect dangerous herb gigolo service religious fanaticism fake beercans malaysia radio media faildiscuss #semst,Feminist Movement,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg
let demand less cat call cat #ndsufeminist #feminist #cats #dogscancometoo #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos
anyone find funny use want understand mean one #feminists #takeitlikeaman #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
farm fucking disgusting #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg
nothing like dude joke molest right face #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
read tweet get angry fuuuuuuuuuuuck man privileged time bed #feminismisawfullygreat #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
say girl sensitive gender role sexist swine #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
yes great understanding superior mine lol #idontneedfeminism #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
get fuck never feel like get fuck somebody #semst,Feminist Movement,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg
say man look woman like piece meat even mean want cook eat #yesallwomen #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
start compile evidence blog post modern feminism share trait nazi propaganda #antifeminism #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
love twitter #semst,Feminist Movement,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",neg
hope get rape apparently misogynist say dare bend #yesallwomen #semst,Feminist Movement,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
much radical feminist feminist start rethink position feminism #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
honour follow truly inspirational founder #realaustralianssaywelcome #thethingsthatmatter #semst,Feminist Movement,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos
feminist even understand feminism #semst,Feminist Movement,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg
